$Green Spring Met year 2005 YC 02/02/2023,,,,,,
",,,",,,,,,
Jday,TAIR,TDEW,WIND,PHI,Cloud,Solar
325.083,10,-3.64,0,0.9599315,0,3.49384343
325.125,10,-3.64,0,1.570797,0,3.49384343
325.167,10,-5.91,0.44704,1.221731,0,2.99472294
325.208,9.444444444,-4.86,1.34112,1.221731,0,2.99472294
325.250,8.888888889,-4.29,0.44704,1.2042777,0,5.49032539
325.292,8.888888889,-4.29,0,1.5184371,0,78.86103742
325.333,13.33333333,-3.86,0,1.4486239,0,246.0664016
325.375,19.44444444,-3.43,0.44704,1.4311706,0,397.29991
325.417,22.22222222,0.71,1.34112,1.570797,0,490.2009232
325.458,23.88888889,-1.11,1.78816,2.2165691,0,490.1198587
325.500,25,-0.2,2.2352,2.6354483,0,490.0389215
325.542,25,-0.94,2.2352,3.4033935,0,470.6706221
325.583,25,0.5,2.2352,3.4383001,0,324.927439
325.625,23.88888889,0.9,1.78816,3.6128331,0,149.2370265
325.667,22.22222222,0.71,1.34112,3.839726,0,27.45162695
325.708,16.66666667,0.75,0.89408,3.7699128,0,4.49208441
325.750,13.33333333,1.35,0,4.1713387,0,3.99296392
325.792,12.77777778,0.53,0,5.6723225,0,3.99296392
325.833,12.77777778,-0.12,0.89408,0.523599,0,3.99296392
325.875,11.11111111,-0.06,0.89408,1.1344645,0,3.49384343
325.917,10.55555556,-0.86,0,1.9896762,0,3.49384343
325.958,11.11111111,-0.98,0,1.6929701,0,3.49384343
326.000,10,-1.67,0.44704,1.2915442,0,2.99472294
326.042,10,-2.63,0.44704,1.221731,0,2.99472294
326.083,10,-1.67,0,1.5009838,0,3.49384343
326.125,9.444444444,-2.49,0.89408,1.0646513,0,2.99472294
326.167,8.888888889,-3.3,0,1.6057036,0,2.99472294
326.208,8.333333333,-2.89,0.44704,1.2391843,0,2.99472294
326.250,8.888888889,-3.3,0,2.2340224,0,5.98944588
326.292,9.444444444,-4.14,0.44704,2.1118493,0,92.33729065
326.333,13.33333333,-4.31,0,1.570797,0,251.556727
326.375,20,-4.29,0,1.5184371,0,405.7849584
326.417,23.88888889,-4.28,0.44704,3.5604732,0,488.2905825
326.458,22.77777778,-2.02,0.44704,4.1189788,0,488.2125835
326.500,23.88888889,-2.61,2.2352,3.5081133,0,488.1347128
326.542,24.44444444,-2.17,1.78816,3.0543275,0,470.6706221
326.583,24.44444444,-0.66,1.78816,3.4383001,0,343.8940176
326.625,23.33333333,-0.87,1.78816,3.6302864,0,177.6868944
326.667,22.22222222,-0.49,1.34112,3.7350062,0,30.44634989
326.708,16.66666667,-0.52,0.89408,3.8746326,0,4.49208441
326.750,12.77777778,-0.12,0.44704,0.4363325,0,3.99296392
326.792,10.55555556,-0.56,0,1.3439041,0,3.99296392
326.833,11.11111111,-0.98,0.44704,1.3089975,0,3.99296392
326.875,10.55555556,-1.48,0.44704,1.1170112,0,3.99296392
326.917,10,-1.67,0.44704,1.0646513,0,3.49384343
326.958,10,-1.98,0,1.8500498,0,3.49384343
327.000,10.55555556,-2.12,0,1.1693711,0,2.99472294
327.042,8.888888889,-2.08,0,1.2915442,0,2.99472294
327.083,9.444444444,-2.81,0,1.3613574,0,3.49384343
327.125,8.888888889,-2.99,0,2.0420361,0,2.99472294
327.167,9.444444444,-3.13,0,0.2268929,0,2.99472294
327.208,9.444444444,-3.46,0,3.2114072,0,2.99472294
327.250,8.888888889,-4.29,0,0.2094396,0,4.9912049
327.292,9.444444444,-3.8,0,0.9773848,0,67.88038664
327.333,11.11111111,-2.65,0,1.9722229,0,218.1156541
327.375,19.44444444,-1.63,0,5.9515753,0,398.7972715
327.417,23.88888889,-1.84,0.44704,5.8119489,0,486.454082
327.458,23.33333333,-0.87,0.44704,3.2812204,0,486.3791717
327.500,22.77777778,-1.32,2.68224,3.2986737,0,486.3043905
327.542,22.22222222,-0.49,1.78816,3.7000996,0,460.1890918
327.583,19.44444444,-0.02,2.2352,3.6302864,0,355.3737889
327.625,19.44444444,-0.02,1.34112,2.443462,0,185.1737018
327.667,18.33333333,0.47,0.89408,2.8972478,0,46.91732606
327.708,13.88888889,0.53,0,3.0194209,0,4.49208441
327.750,12.22222222,0.02,0.44704,1.3788107,0,4.49208441
327.792,10.55555556,0.59,0,1.8151432,0,3.99296392
327.833,11.11111111,0.24,0,1.7802366,0,3.99296392
327.875,10.55555556,1.13,0.44704,1.9896762,0,3.99296392
327.917,8.333333333,0.32,0.44704,0.9424782,0,3.99296392
327.958,8.888888889,0.35,0.44704,0.8901183,0,3.99296392
328.000,8.888888889,0.85,0.89408,0.6108655,0,3.49384343
328.042,8.888888889,1.33,0.44704,0.2443462,0,3.49384343
328.083,8.333333333,1.49,0.44704,0.7155853,0,3.49384343
328.125,8.333333333,1.03,0.44704,0.5934122,0,3.49384343
328.167,7.777777778,1.41,0,0.6632254,0,2.99472294
328.208,7.777777778,1.41,0.44704,0.3316127,0,2.99472294
328.250,7.777777778,1.19,0,0.4363325,0,4.9912049
328.292,8.888888889,1.79,0.89408,0.6457721,0,71.37423007
328.333,11.11111111,1.37,0,0.6806787,0,233.0892688
328.375,17.22222222,2.42,0,0.6283188,0,379.8306929
328.417,19.44444444,2.33,0.44704,3.141594,0,484.6919658
328.458,22.22222222,2.86,0.89408,3.665193,0,455.6970074
328.500,21.11111111,2.88,1.78816,1.7104234,0,253.0540884
328.542,21.11111111,2.88,3.12928,3.8222727,0,242.5725581
328.583,18.88888889,2.29,1.78816,4.2760585,0,175.6904125
328.625,18.33333333,2.62,1.78816,4.9741905,0,65.38478419
328.667,17.22222222,3.16,1.78816,4.6949377,0,16.97009666
328.708,15.55555556,3.69,0.44704,4.9567372,0,4.49208441
328.750,15,3.18,0.44704,1.5009838,0,4.49208441
328.792,13.88888889,3.08,0.89408,5.3407098,0,3.99296392
328.833,12.77777778,2.91,0,0.0174533,0,3.99296392
328.875,12.22222222,2.39,0.44704,0.2617995,0,3.99296392
328.917,12.22222222,3.2,0.44704,1.2740909,0,3.99296392
328.958,11.66666667,2.69,0.89408,4.2586052,0,3.99296392
329.000,12.22222222,3.71,0,1.5358904,0,3.99296392
329.042,12.77777778,3.72,0,1.1868244,0,3.99296392
329.083,12.77777778,6.37,0.89408,2.0245828,0,3.99296392
329.125,12.22222222,5.62,0,4.5902179,0,3.99296392
329.167,12.77777778,5.22,0,3.2114072,0,3.99296392
329.208,13.33333333,5.5,0.44704,1.2391843,0,3.99296392
329.250,13.88888889,5.27,1.34112,0.7679452,0,3.99296392
329.292,12.77777778,6.37,0.89408,1.1344645,0,14.9736147
329.333,12.22222222,8.69,0,1.5358904,0,62.39006125
329.375,14.44444444,8.83,1.34112,1.2391843,0,162.2141593
329.417,17.77777778,6.02,1.78816,2.0420361,0,132.2669299
329.458,15.55555556,7.34,4.4704,2.268929,0,107.8100258
329.500,16.11111111,5.98,1.34112,2.443462,0,96.82937506
329.542,11.11111111,10.02,3.12928,2.8972478,0,148.2387855
329.583,11.66666667,11.36,1.34112,2.1816625,0,215.6200517
329.625,12.22222222,10.46,0.89408,1.8500498,0,146.2423036
329.667,13.33333333,11.73,0.89408,0.0872665,0,18.96657862
329.708,11.66666667,10.9,0,1.6755168,0,4.49208441
329.750,11.11111111,10.96,0,1.6580635,0,4.49208441
329.792,10.55555556,10.41,0,2.268929,0,3.99296392
329.833,10,9.85,0.44704,4.5553113,0,3.99296392
329.875,8.888888889,8.74,1.78816,5.061457,0,3.99296392
329.917,8.333333333,8.03,1.78816,4.9916438,0,3.99296392
329.958,7.222222222,7.07,0.44704,5.9166687,0,3.99296392
330.000,7.222222222,5.85,1.34112,5.2185367,0,3.49384343
330.042,7.222222222,5.53,2.2352,5.3232565,0,3.49384343
330.083,6.666666667,5.15,1.34112,5.410523,0,3.49384343
330.125,6.111111111,4.91,0.89408,5.3756164,0,2.99472294
330.167,6.111111111,5.22,0.89408,5.4628829,0,2.99472294
330.208,5,4.71,0.44704,5.7770423,0,3.49384343
330.250,3.888888889,3.75,0.89408,5.3581631,0,4.49208441
330.292,3.888888889,3.75,0.89408,5.4803362,0,83.35312183
330.333,6.111111111,5.96,1.34112,5.6025093,0,260.0417753
330.375,8.888888889,5.08,1.34112,5.4454296,0,416.2664887
330.417,11.66666667,5.76,2.68224,5.4279763,0,481.3929532
330.458,12.22222222,4.21,2.2352,5.410523,0,481.3274383
330.500,13.33333333,2.27,4.4704,5.1312702,0,481.2620551
330.542,13.33333333,0.7,4.91744,5.2185367,0,481.1968038
330.583,13.33333333,0.03,5.81152,5.0963636,0,370.8465241
330.625,13.33333333,-0.67,5.81152,5.2185367,0,205.1385214
330.667,11.66666667,-1.8,4.91744,5.2534433,0,37.43403675
330.708,9.444444444,-2.18,4.02336,5.3756164,0,3.99296392
330.750,7.777777778,-2.52,3.57632,6.2657347,0,3.49384343
330.792,8.333333333,-1.47,2.2352,5.5501494,0,3.49384343
330.833,7.222222222,-0.96,2.2352,5.6723225,0,3.49384343
330.875,6.666666667,-0.3,1.34112,5.8468555,0,2.99472294
330.917,5.555555556,-0.07,1.78816,6.0737484,0,2.99472294
330.958,3.888888889,-1.66,1.78816,5.410523,0,2.99472294
331.000,3.888888889,-1.66,0.44704,5.934122,0,2.99472294
331.042,2.777777778,-3.55,1.78816,5.4454296,0,2.99472294
331.083,3.333333333,-7.74,0.89408,5.5326961,0,2.99472294
331.125,3.888888889,-8.77,1.34112,5.5326961,0,2.99472294
331.167,1.666666667,-8.14,0.44704,6.1435616,0,2.99472294
331.208,1.666666667,-8.96,0.89408,5.2534433,0,2.99472294
331.250,2.222222222,-10.93,0,0.2792528,0,4.49208441
331.292,2.222222222,-11.28,0.89408,0.1396264,0,84.8504833
331.333,4.444444444,-9.3,0,6.1610149,0,217.1174132
331.375,7.222222222,-7.19,0.44704,1.5184371,0,288.9907637
331.417,10,-3.3,2.2352,2.1642092,0,479.8570342
331.458,10.55555556,-1.8,2.68224,2.6878082,0,473.1662245
331.500,10.55555556,-2.79,2.68224,2.5830884,0,441.2225132
331.542,13.33333333,-3.42,2.2352,2.5656351,0,436.2313083
331.583,13.88888889,-4.29,1.34112,3.9095392,0,354.8746684
331.625,13.33333333,-4.77,1.34112,4.6949377,0,191.6622682
331.667,12.22222222,-3.97,1.78816,4.6949377,0,33.44107283
331.708,7.777777778,-4.31,1.78816,4.3807783,0,3.99296392
331.750,4.444444444,-3.32,1.34112,4.7996575,0,3.49384343
331.792,5.555555556,-3,0,1.3264508,0,2.99472294
331.833,3.888888889,-4.07,0,5.2534433,0,2.99472294
331.875,1.666666667,-3.59,0,0.9948381,0,2.99472294
331.917,2.222222222,-3.06,0.44704,1.8500498,0,2.99472294
331.958,2.222222222,-3.06,0,1.7104234,0,2.99472294
332.000,1.666666667,-3.39,0.89408,1.221731,0,2.99472294
332.042,1.111111111,-3.74,0,1.3613574,0,2.99472294
332.083,1.111111111,-3.36,0.89408,1.3264508,0,2.99472294
332.125,1.666666667,-3.39,0,1.4137173,0,2.99472294
332.167,1.666666667,-3.59,0,1.3788107,0,2.99472294
332.208,1.666666667,-3.39,0.44704,1.6580635,0,2.99472294
332.250,3.333333333,-2,0,1.5533437,0,5.49032539
332.292,4.444444444,-2.19,0.44704,1.396264,0,33.44107283
332.333,6.111111111,-1.52,0.44704,1.3264508,0,72.37247105
332.375,7.222222222,-3.32,0.44704,1.2915442,0,138.7554962
332.417,10,-2.96,0.44704,1.047198,0,265.5321007
332.458,10.55555556,-1.16,0.44704,1.221731,0,249.560245
332.500,10.55555556,-1.16,3.57632,2.2514757,0,211.6270878
332.542,11.11111111,-1.63,3.12928,2.7750747,0,158.2211953
332.583,11.11111111,-2.65,3.12928,2.7227148,0,117.2933152
332.625,11.66666667,-1.8,1.78816,2.268929,0,36.43579577
332.667,11.11111111,-1.96,1.78816,1.5533437,0,14.9736147
332.708,10,0.07,0.89408,0.6632254,0,3.99296392
332.750,10,-0.78,1.78816,0.7853985,0,3.99296392
332.792,9.444444444,1.36,1.78816,0.8901183,0,3.99296392
332.833,8.888888889,3.73,1.78816,1.2740909,0,3.99296392
332.875,7.222222222,4.18,1.34112,1.1344645,0,3.99296392
332.917,7.222222222,5.2,1.78816,2.8099813,0,3.99296392
332.958,7.222222222,5.69,0.44704,1.5009838,0,3.99296392
333.000,7.777777778,7.03,0.44704,1.8151432,0,3.99296392
333.042,7.222222222,6.47,0.89408,2.3387422,0,3.99296392
333.083,7.777777778,7.63,2.2352,2.0245828,0,3.99296392
333.125,8.888888889,8.74,2.2352,2.1642092,0,3.99296392
333.167,8.888888889,8.74,3.12928,2.3038356,0,3.99296392
333.208,8.333333333,8.18,1.34112,2.8274346,0,3.99296392
333.250,7.222222222,7.07,2.68224,2.792528,0,4.49208441
333.292,7.222222222,7.07,4.4704,2.4783686,0,25.95426548
333.333,7.222222222,7.07,3.12928,2.6878082,0,92.83641114
333.375,7.777777778,7.63,2.68224,2.4609153,0,115.2968332
333.417,8.888888889,8.74,3.57632,2.2165691,0,339.4019332
333.458,10,9.85,2.68224,2.3212889,0,197.651714
333.500,9.444444444,9.29,4.91744,2.4958219,0,208.1332443
333.542,10,9.85,4.02336,2.5132752,0,103.3179414
333.583,10,8.92,3.12928,2.5307285,0,69.37774811
333.625,10,9.39,2.68224,2.094396,0,52.40765145
333.667,10,9.85,2.2352,2.1991158,0,13.47625323
333.708,10,9.85,1.78816,2.617995,0,4.49208441
333.750,10,9.85,0.89408,2.0769427,0,3.99296392
333.792,10,9.85,0,0.2443462,0,3.99296392
333.833,10.55555556,10.41,0,3.1939539,0,3.99296392
333.875,11.11111111,10.96,0,0.9250249,0,3.99296392
333.917,10.55555556,10.55,0,1.570797,0,3.99296392
333.958,9.444444444,9.29,0.44704,5.9166687,0,4.49208441
334.000,9.444444444,9.29,0,5.8119489,0,4.49208441
334.042,8.333333333,8.18,0.44704,5.8817621,0,4.49208441
334.083,8.888888889,8.88,0,6.0562951,0,4.49208441
334.125,8.333333333,8.18,0.44704,5.8119489,0,3.99296392
334.167,7.222222222,7.07,0.44704,5.7246824,0,3.99296392
334.208,7.222222222,7.21,0.89408,5.4454296,0,3.99296392
334.250,7.777777778,7.63,0.89408,5.7421357,0,4.49208441
334.292,7.222222222,7.07,0.89408,5.8119489,0,14.9736147
334.333,8.333333333,8.32,0.44704,5.5152428,0,60.89269978
334.375,10,9.99,0.44704,5.7944956,0,225.103341
334.417,13.33333333,12.39,0.89408,5.3407098,0,366.8535602
334.458,13.33333333,12.22,0,1.570797,0,361.3632348
334.500,13.88888889,10.69,1.78816,4.2411519,0,475.6037141
334.542,13.33333333,11.21,0.44704,4.8345641,0,338.9028127
334.583,15,10.41,0.44704,3.5953798,0,245.0681606
334.625,15.55555556,9.46,0.44704,3.4557534,0,50.41116949
334.667,13.88888889,9.73,0,1.6406102,0,9.48328931
334.708,10,9.85,1.34112,2.7576214,0,3.99296392
334.750,9.444444444,9.43,2.2352,2.5481818,0,3.99296392
334.792,10,9.99,3.12928,2.2863823,0,3.99296392
334.833,11.11111111,10.34,2.68224,2.1118493,0,3.99296392
334.875,11.66666667,9.24,4.02336,2.1816625,0,3.99296392
334.917,11.66666667,8.7,4.02336,2.443462,0,3.99296392
334.958,12.22222222,8.88,5.81152,2.2863823,0,4.49208441
335.000,12.22222222,8.69,5.36448,2.3038356,0,3.99296392
335.042,12.77777778,7.87,4.4704,2.3038356,0,3.99296392
335.083,13.33333333,7.34,4.02336,2.4260087,0,3.99296392
335.125,12.77777778,6.81,3.12928,2.5830884,0,3.99296392
335.167,12.22222222,8.12,4.02336,2.1642092,0,3.99296392
335.208,12.22222222,6.92,2.2352,2.1991158,0,4.49208441
335.250,12.77777778,7.24,4.02336,2.0071295,0,4.49208441
335.292,13.88888889,7.2,2.2352,2.0420361,0,10.98065078
335.333,15.55555556,6.56,4.91744,2.2863823,0,17.96833764
335.375,12.22222222,9.6,4.4704,2.4085554,0,24.9560245
335.417,11.11111111,9.86,1.34112,1.919863,0,98.32673653
335.458,12.77777778,11.01,1.34112,2.1118493,0,84.35136281
335.500,12.77777778,9.97,3.12928,1.7976899,0,97.32849555
335.542,13.88888889,9.54,4.91744,2.1467559,0,64.38654321
335.583,15.55555556,9.24,5.81152,2.2165691,0,44.9208441
335.625,13.33333333,11.04,5.81152,2.617995,0,13.97537372
335.667,12.22222222,12.07,6.7056,2.7227148,0,5.49032539
335.708,12.77777778,12.63,6.25856,2.3911021,0,4.49208441
335.750,12.77777778,11.68,6.7056,2.1642092,0,4.49208441
335.792,12.77777778,12.63,4.4704,2.268929,0,4.49208441
335.833,12.22222222,12.07,4.91744,2.0594894,0,4.49208441
335.875,12.77777778,12,5.81152,2.4260087,0,3.99296392
335.917,12.77777778,12.16,6.7056,2.3212889,0,4.49208441
335.958,12.22222222,12.07,6.25856,2.443462,0,4.49208441
336.000,10.55555556,10.41,6.7056,2.3212889,0,4.49208441
336.042,8.333333333,8.18,5.81152,4.9043773,0,4.49208441
336.083,7.777777778,7.63,3.57632,5.2883499,0,4.49208441
336.125,7.777777778,7.33,2.2352,5.4279763,0,4.49208441
336.167,7.777777778,7.48,0.44704,5.6199626,0,4.49208441
336.208,7.777777778,7.63,0.44704,4.9916438,0,4.49208441
336.250,6.666666667,6.52,2.2352,4.9218306,0,4.49208441
336.292,6.111111111,5.96,1.78816,5.4803362,0,20.96306058
336.333,5.555555556,5.42,1.34112,5.5326961,0,133.2651708
336.375,7.777777778,7.63,0.89408,5.585056,0,353.3773069
336.417,10,7.94,1.34112,5.4803362,0,465.1802967
336.458,11.11111111,7.61,1.34112,5.4977895,0,473.2846107
336.500,13.33333333,7.12,1.78816,5.3407098,0,434.2348263
336.542,13.33333333,6.21,3.12928,4.7298443,0,473.1925674
336.583,14.44444444,5.78,2.68224,5.0963636,0,341.3984152
336.625,12.77777778,1.16,3.57632,5.2010834,0,194.6569911
336.667,11.11111111,-0.06,4.4704,5.0440037,0,34.9384343
336.708,7.222222222,-0.01,3.12928,5.1138169,0,3.99296392
336.750,5.555555556,-0.28,1.34112,5.3407098,0,2.99472294
336.792,4.444444444,-0.74,0.89408,5.5676027,0,2.99472294
336.833,4.444444444,0.03,0.89408,5.8817621,0,2.99472294
336.875,3.333333333,0.39,0.44704,5.5326961,0,3.49384343
336.917,3.888888889,0.06,0.44704,5.4454296,0,2.99472294
336.958,2.777777778,0.84,0,6.1610149,0,2.99472294
337.000,2.777777778,0.52,0.44704,4.9916438,0,2.99472294
337.042,2.222222222,0.6,0.44704,4.8694707,0,3.49384343
337.083,3.333333333,1.38,0,5.934122,0,3.49384343
337.125,2.222222222,1.06,1.34112,5.4803362,0,3.49384343
337.167,2.222222222,0.75,0.44704,5.8468555,0,3.49384343
337.208,1.666666667,0.66,0.89408,5.410523,0,4.49208441
337.250,1.666666667,0.06,0.89408,5.2185367,0,4.49208441
337.292,2.222222222,-0.36,0.89408,0.1047198,0,59.39533831
337.333,4.444444444,0.22,1.34112,5.7421357,0,221.6094976
337.375,7.777777778,0.74,1.78816,5.410523,0,376.83597
337.417,10,1.89,1.78816,5.7246824,0,472.2589836
337.458,12.22222222,0.65,2.68224,5.3058032,0,472.2160265
337.500,13.88888889,-1.3,3.57632,5.3581631,0,472.1732058
337.542,13.33333333,0.03,4.91744,5.2010834,0,465.1802967
337.583,12.77777778,0.21,5.81152,5.1487235,0,349.8834635
337.625,12.22222222,-1.66,5.36448,5.1138169,0,194.1578706
337.667,10.55555556,-1.48,4.91744,5.1487235,0,35.93667528
337.708,7.222222222,-0.71,4.02336,5.2010834,0,3.49384343
337.750,5.555555556,-1.35,1.34112,5.4803362,0,2.99472294
337.792,5,-2.1,0.89408,5.4454296,0,2.99472294
337.833,5.555555556,-1.13,0.89408,4.6949377,0,2.99472294
337.875,5,-0.81,2.2352,5.6025093,0,2.99472294
337.917,3.888888889,-0.13,0.89408,5.8643088,0,2.99472294
337.958,3.888888889,-0.5,1.34112,0.2792528,0,2.99472294
338.000,1.666666667,-0.57,1.34112,0.2443462,0,2.99472294
338.042,0.555555556,-0.73,0,1.570797,0,2.99472294
338.083,0.555555556,-1.19,0,1.3089975,0,2.99472294
338.125,0.555555556,-1.04,0,2.2863823,0,2.99472294
338.167,0.555555556,-1.66,0.44704,1.3439041,0,2.99472294
338.208,0,-1.9,0,1.5184371,0,2.99472294
338.250,0,-2.05,0,1.2042777,0,3.99296392
338.292,0,-2.7,0.44704,1.4660772,0,59.39533831
338.333,2.777777778,-0.49,0.44704,1.0122914,0,200.1473165
338.375,7.222222222,0.44,0.44704,1.5533437,0,354.8746684
338.417,10,3.07,0.89408,1.9024097,0,471.2657216
338.458,11.66666667,3.45,2.68224,2.5830884,0,471.2260457
338.500,12.22222222,3.46,2.68224,2.6354483,0,471.1865067
338.542,12.77777778,3.72,3.12928,2.6878082,0,457.6934893
338.583,12.22222222,3.71,2.68224,3.2114072,0,360.3649938
338.625,13.88888889,3.65,1.78816,3.0194209,0,133.2651708
338.667,11.66666667,3.69,0.44704,5.6199626,0,16.47097617
338.708,7.777777778,3.25,0.89408,3.5430199,0,3.99296392
338.750,5,2.53,0,1.570797,0,3.49384343
338.792,3.888888889,2.09,0,1.8151432,0,3.49384343
338.833,3.333333333,1.54,0.44704,1.1344645,0,3.49384343
338.875,2.777777778,1.46,0,0.7853985,0,3.49384343
338.917,2.777777778,2.06,0.44704,1.2740909,0,3.49384343
338.958,3.888888889,2.86,0.89408,1.2042777,0,3.49384343
339.000,2.777777778,2.06,0.89408,0.4712391,0,3.49384343
339.042,2.222222222,2.08,0,5.9515753,0,3.99296392
339.083,2.222222222,1.65,0,1.2391843,0,3.99296392
339.125,2.222222222,1.5,0,1.5009838,0,3.99296392
339.167,2.222222222,0.6,0,0.9599315,0,4.49208441
339.208,2.777777778,-0.66,0,1.0821046,0,4.49208441
339.250,2.222222222,-1.04,0.89408,0.4014259,0,4.49208441
339.292,3.888888889,-1.87,0.44704,0.7853985,0,44.9208441
339.333,5,-1.02,2.2352,0.4188792,0,199.648196
339.375,9.444444444,-1,0.44704,0.872665,0,340.4001742
339.417,12.77777778,0.21,0.44704,5.7421357,0,463.1838147
339.458,15,1.18,1.78816,5.0265504,0,470.3149616
339.500,16.11111111,0.66,1.34112,4.8694707,0,470.2787161
339.542,16.11111111,3.54,1.78816,4.9741905,0,444.7163566
339.583,15.55555556,3.69,2.68224,4.3109651,0,327.9221619
339.625,13.88888889,3.08,3.12928,4.3807783,0,178.6851354
339.667,12.22222222,2.67,3.12928,4.9392839,0,31.94371136
339.708,7.777777778,2.26,1.78816,4.6425778,0,3.99296392
339.750,6.111111111,2.02,0,5.1661768,0,3.99296392
339.792,3.888888889,1.6,0,5.3407098,0,3.49384343
339.833,3.888888889,0.76,0,0.7679452,0,3.49384343
339.875,4.444444444,1.47,0,1.5358904,0,2.99472294
339.917,3.333333333,2,0.44704,1.570797,0,2.99472294
339.958,2.222222222,1.5,0,1.2915442,0,3.49384343
340.000,2.777777778,1.91,0,1.3788107,0,3.49384343
340.042,2.222222222,0.91,0,1.6231569,0,3.49384343
340.083,1.666666667,1.1,0,1.7278767,0,3.49384343
340.125,1.111111111,0.25,0,1.047198,0,2.99472294
340.167,1.111111111,-0.04,0.44704,1.2915442,0,3.49384343
340.208,1.666666667,-0.1,0.44704,1.4486239,0,3.49384343
340.250,1.111111111,-0.5,0.44704,1.1519178,0,3.99296392
340.292,1.666666667,-0.9,0,1.6755168,0,38.43227773
340.333,3.333333333,0.73,0,1.6231569,0,199.1490755
340.375,7.777777778,1.41,0,5.9166687,0,344.3931381
340.417,10,3.29,0.44704,1.9547696,0,462.6846942
340.458,12.22222222,4.69,1.78816,2.5830884,0,469.4830444
340.500,12.22222222,3.71,1.34112,3.0717808,0,469.4501029
340.542,13.33333333,3.14,1.78816,3.4208468,0,431.7392239
340.583,13.33333333,2.85,1.34112,3.665193,0,327.4230414
340.625,14.44444444,3.28,0.89408,2.967061,0,177.187774
340.667,12.22222222,2.93,0.89408,3.9444458,0,33.44107283
340.708,7.777777778,2.26,1.34112,3.7699128,0,4.49208441
340.750,5,0.95,0,3.3335803,0,3.49384343
340.792,3.888888889,0.41,0,1.0995579,0,3.49384343
340.833,3.888888889,-0.13,0,0.9599315,0,3.49384343
340.875,3.888888889,1.93,0.44704,1.570797,0,3.49384343
340.917,2.777777778,1.76,0,1.5009838,0,3.49384343
340.958,3.333333333,2,0,1.3788107,0,3.49384343
341.000,2.222222222,1.21,0,1.396264,0,2.99472294
341.042,2.222222222,1.79,0,1.2740909,0,2.99472294
341.083,2.222222222,1.65,0.44704,1.4486239,0,3.49384343
341.125,2.222222222,1.65,0,1.4311706,0,3.49384343
341.167,2.222222222,1.65,0,1.396264,0,3.49384343
341.208,1.666666667,0.96,0.44704,1.4486239,0,3.99296392
341.250,1.111111111,0.83,0,1.3613574,0,3.99296392
341.292,1.666666667,1.1,0,1.570797,0,43.92260312
341.333,3.333333333,2.9,0,0.5410523,0,198.649955
341.375,7.777777778,3.06,0.44704,1.4486239,0,247.563763
341.417,11.66666667,4.18,1.34112,1.2915442,0,324.4283185
341.458,11.66666667,3.69,1.78816,2.7052615,0,296.9766916
341.500,12.22222222,3.96,2.68224,3.1241407,0,321.4335956
341.542,11.11111111,4.34,2.2352,3.7873661,0,154.7273519
341.583,11.66666667,3.94,0.89408,2.443462,0,96.82937506
341.625,11.11111111,4.34,0.89408,2.6529016,0,58.39709733
341.667,8.888888889,7.01,0,3.49066,0,10.98065078
341.708,8.333333333,7.73,0,1.5184371,0,4.49208441
341.750,8.333333333,8.18,0.44704,5.4977895,0,4.49208441
341.792,8.333333333,8.18,0,5.5326961,0,4.49208441
341.833,9.444444444,8.21,0.44704,1.1519178,0,4.49208441
341.875,8.888888889,8.74,0.44704,1.7802366,0,4.49208441
341.917,8.333333333,8.18,0.44704,1.7976899,0,4.49208441
341.958,8.333333333,8.03,0.44704,1.1519178,0,4.49208441
342.000,8.333333333,8.18,0,3.7873661,0,4.49208441
342.042,8.333333333,8.18,0.44704,5.6548692,0,4.49208441
342.083,8.333333333,8.18,0.44704,2.3038356,0,4.49208441
342.125,7.777777778,7.63,0,1.6057036,0,4.49208441
342.167,6.111111111,5.96,0,1.2042777,0,4.49208441
342.208,5,4.86,0.44704,1.1693711,0,4.49208441
342.250,4.444444444,4.3,0,4.1713387,0,4.49208441
342.292,6.111111111,5.96,0,2.1642092,0,18.96657862
342.333,7.222222222,7.07,0,2.1118493,0,51.90853096
342.375,12.77777778,7.66,0.44704,0.8901183,0,125.7783635
342.417,13.88888889,8.93,0.44704,5.4454296,0,163.2124002
342.458,16.11111111,8.35,0.44704,4.8345641,0,161.7150388
342.500,13.33333333,9.96,1.34112,4.9218306,0,196.6534731
342.542,13.88888889,9.34,1.78816,3.8222727,0,198.1508345
342.583,15.55555556,6.3,0.89408,4.1538854,0,113.3003512
342.625,13.33333333,4.75,0.89408,3.0194209,0,99.32497751
342.667,10.55555556,8.15,1.34112,2.967061,0,15.47273519
342.708,10,8.27,0,3.7350062,0,3.49384343
342.750,9.444444444,8.68,0,5.2010834,0,3.49384343
342.792,8.888888889,8.29,0,3.665193,0,3.49384343
342.833,8.333333333,5.27,0,2.3038356,0,3.49384343
342.875,9.444444444,6.7,0,0.3141594,0,3.49384343
342.917,8.333333333,4.91,0,1.570797,0,3.49384343
342.958,6.666666667,5.62,0.44704,1.570797,0,3.49384343
343.000,6.111111111,5.07,0.44704,3.9444458,0,3.99296392
343.042,6.111111111,4.28,0.44704,2.4260087,0,3.99296392
343.083,5.555555556,3.89,0,0.3316127,0,3.99296392
343.125,5,4.27,0.44704,3.6826463,0,3.99296392
343.167,5,4.12,0,3.0543275,0,3.99296392
343.208,5,3.5,0,5.3581631,0,3.99296392
